id,original_title,genres_id,vote_average
23761,"Alice, Sweet Alice","27, 9648, 80, 18, 53",6.4
46022,Escape Velocity,"28, 878",4.4
1934,Shakespeare in Love,"10749, 36, 35",6.9
843880,Purgatory,27,0.0
26945,劇場版カードキャプターさくら,"14, 16, 12",7.6
1151082,In the Summers,18,6.7
14052,Revenge of the Nerds,35,6.463
1534,Pathfinder,"12, 28",5.681
9681,Casanova,"12, 35, 18, 10749",6.5
2182,Attack of the Killer Tomatoes!,"35, 27, 878",5.023
100898,"Noordzee, Texas","18, 10749",7.2
10934,Under the Tuscan Sun,"10749, 35",6.886
75759,Roller Boogie,"18, 10749",5.6
3635,Girl with a Pearl Earring,"18, 10749",6.6
926916,チェリまほ THE MOVIE 〜30歳まで童貞だと魔法使いになれるらしい〜,"35, 10749",7.7
15802,トパーズ,18,6.0
340945,USS Indianapolis: Men of Courage,"28, 10752",5.883
1161048,Konferensen,"27, 35, 53",5.5
54630,Komtessen,"10751, 18",6.7
27324,回路,"27, 53, 9648",6.6
671622,처제의 비밀,18,6.2
779144,A Safe Place,35,0.0
513434,カメラを止めるな！,"35, 27, 18",7.627
11638,Guess Who,"35, 10749",6.0
8974,The War of the Worlds,"878, 28",6.8
36819,Time Bandits,"10751, 14, 878, 12, 35",6.6
11980,The Prophecy,"27, 14, 53, 28, 80, 18, 9648",6.475
1140066,Paradise,"878, 53",6.504
722149,Luther: The Fallen Sun,"80, 9648, 53",6.66
503616,Second Act,"10749, 35",6.336
139567,Fire with Fire,"28, 80, 18, 53",5.677
80271,LOL,"18, 35, 10749",6.116
1408173,Bad Kill,28,0.0
1371990,Double Cross,,0.0
133980,Bestialità,"18, 27, 53",4.5
92341,Bird of Paradise,"12, 18, 10749",5.0
168495,Henna,"18, 10749, 10402",5.3
121875,Dans la maison,"35, 18, 9648, 53",7.239
100088,Black Gunn,"28, 53, 80",5.8
983526,Leave,"27, 53",5.9
19010,Deep Evil,"878, 53, 27",4.4
19010,Deep Evil,"878, 53, 27",4.4
848685,As bestas,"53, 18",7.5
8193,Napoleon Dynamite,35,6.78
91736,Octaman,"27, 878",3.6
663723,ലിസ,"18, 27",6.0
11197,Ondskan,18,7.3
283445,Sinister 2,27,5.882
43367,The Big Sky,"12, 37, 10749",6.5
271045,La moglie di mio padre,18,6.386
906254,உனக்காக ஒரு ரோஜா,18,0.0
497984,捉妖记2,"12, 35, 14",6.7
50026,Flying Lessons,18,5.9
1196263,Deus Irae,"27, 53",3.0
579380,World War Four,"28, 878, 53, 10752",3.2
77156,The House of the Dead,"27, 28, 53",4.6
58151,Fright Night,"27, 35",6.2
108322,Tracks,18,5.3
175574,Free Birds,"16, 35, 10751",5.879
111083,El cuerpo,"53, 9648",7.537
659,Die Blechtrommel,"18, 36, 10752",6.9
40723,Trouble Every Day,"18, 27, 10749",5.7
4291,菊次郎の夏,"35, 18",7.506
46488,マリヤのお雪,18,5.3
11842,Soleil Rouge,37,6.9
985621,The Legend of Pinky Deras: The Greatest Little-Leaguer There Ever Was,99,0.0
470229,Summer of 84,"18, 27, 9648",6.898
8346,My Big Fat Greek Wedding,"35, 18, 10749",6.499
49636,獨臂拳王大破血滴子,"14, 28, 18",6.6
28142,Glass Trap,"27, 878",3.5
523139,In the Tall Grass,"27, 18, 53",5.544
374052,The Love Witch,"27, 35, 10749",6.444
10074,Hot Rod,"35, 28",6.395
79474,"Más que amor, frenesí","35, 18, 10749, 53",5.8
11571,Journey to the Center of the Earth,"12, 14, 10751",6.914
2007,Lorenzo's Oil,18,7.1
9541,Jersey Girl,"35, 10749, 18",6.2
3432,Mr. Brooks,"80, 53",6.937
531306,Rim of the World,"878, 12, 28, 35",5.952
332291,Tranquille donne di campagna,18,4.6
19286,Leprechaun 3,"27, 35",5.852
531306,Rim of the World,"878, 12, 28, 35",5.952
332291,Tranquille donne di campagna,18,4.6
19286,Leprechaun 3,"27, 35",5.852
438747,Tangled: Before Ever After,"12, 16, 35, 10751, 14, 10770",6.8
41515,Yogi Bear,"35, 10751, 16, 12",5.6
452557,战狼2,"10752, 28, 53",6.529
28324,Emanuelle e gli ultimi cannibali,"12, 27",5.1
12227,White Fang,"28, 12, 18, 10751",6.7
853376,별장하녀들,18,1.0
24122,The Rebound,"10749, 35",6.516
498821,கடைக்குட்டி சிங்கம்,"10749, 35, 10751, 28",6.7
9415,Murder at 1600,"28, 18, 9648, 53, 80",6.1
47660,ManFast,"35, 10749",4.2
10449,When a Man Loves a Woman,"18, 10749",6.561
482706,올리고당 더 무비,18,4.2
665760,Mare,18,5.4
33409,The Stoning of Soraya M.,"80, 18",7.647
289222,The Zookeeper's Wife,"18, 36, 10752",7.3
47002,ラブレター,"18, 10749",7.8
628922,Asphalt City,"53, 18",6.1
9885,Wolf Creek,"27, 53",6.2
81218,Diabelska edukacja,"18, 14, 10770",6.8
797220,Father's Daze,18,6.5
68727,Trance,"53, 80, 18, 9648",6.619
13851,Batman: Gotham Knight,"878, 16, 28, 80",6.7
179144,La grande bellezza,18,7.51
565964,Lilith,27,4.773
40261,Il gatto dagli occhi di giada,"27, 9648, 53",5.833
104859,Mac & Devin Go to High School,35,6.5
66485,Viva Max!,35,5.5
43801,The Devil and Miss Jones,"35, 10749",7.7
1035806,Detective Knight: Independence,"28, 80, 53",5.41
124310,깊은 밤 갑자기,"27, 9648, 18",6.611
8978,Assault on Precinct 13,"53, 28, 12, 80, 18",6.17
14811,Fiddler on the Roof,"18, 10749",7.707
47908,The Trip to Bountiful,18,7.3
493065,Cut Throat City,"28, 80, 18, 53",6.5
11896,Throw Momma from the Train,"35, 80, 53",6.187
672251,Draupadi Unleashed,"10749, 18",0.0
143655,女囚101 しゃぶる,18,5.3
454652,Colette,"18, 36",6.895
1010730,Beauty and the Billionaire,"10770, 10749, 35",6.871
11546,Police Academy: Mission to Moscow,"35, 80",4.626
32909,花木兰,"12, 18, 28",7.5
10134,Cyborg,"878, 28, 53, 12",5.7
1264966,Silence of the Prey,"27, 53",5.7
82687,The Guilt Trip,35,5.6
2072,Cyberjack,878,5.3
3573,Emma,"10749, 35, 18",6.666
134411,Snitch,"53, 18, 28",6.112
387810,뜨거운 이웃,"18, 10749",5.1
801,"Good Morning, Vietnam","35, 18, 10752",7.3
949429,ผจญภัยล่าขุมทรัพย์หมื่นลี้,"10749, 35, 12",5.94
28473,Bounty,37,3.3
25523,The Ghost of Lord Farquaad,"14, 16, 35, 10751, 12",6.0
11049,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,"16, 878, 10402, 12",7.8
80585,Rock of Ages,"35, 18, 10749, 10402",6.218
736759,Making The Witcher,"99, 10770",7.099
798612,Shirley,"36, 18",6.9
635,Angel Heart,"27, 9648",7.1
285783,The Walk,"36, 18, 12",7.0
53105,Merlin: The Return,"10751, 14, 878, 12",5.1
13368,White Christmas,"35, 10402, 10749",7.179
359983,The Lion Guard: Return of the Roar,"10751, 10770, 16",6.7
679796,Enemy Lines,"10752, 18",5.3
370946,Deadly Whispers,"80, 9648, 53, 10770",4.8
63455,花と蛇 3,"18, 10749, 53, 27",6.1
17898,Silver Bullet,27,6.598
1284120,Den stygge stesøsteren,"35, 27",0.0
348060,Antigang,"28, 18",5.841
63492,What's Your Number?,"35, 10749",6.5
960704,鋼の錬金術師 完結編 最後の錬成,"28, 12, 14",6.3
45745,Sintel,"16, 14",7.4
465597,착한 엄마 친구,10749,6.5
20558,Scooby-Doo! in Where's My Mummy?,"9648, 16, 10751, 12, 35, 14",7.4
635731,Pig,"18, 53, 9648",6.655
401200,Kursk,"18, 36, 53, 28",6.657
401469,Widows,"80, 53, 18",6.491
852436,Seule : Les dossiers Silvercloud,"53, 9648",6.1
1233083,Hotel Bitcoin,35,5.8
436941,Fighting Fish,18,6.5
14207,The Librarian: Quest for the Spear,"12, 28, 14, 10770",6.3
579741,サイダーのように言葉が湧き上がる,"16, 10749, 18",7.351
115491,Mo'nique: I Coulda Been Your Cellmate,35,6.2
8409,A Man Apart,"28, 18, 80",6.1
52972,Ninja the Protector,"18, 28",5.2
737568,The Doorman,"28, 53",5.8
11355,Never Been Kissed,"10749, 35, 18",6.2
409282,타부: 새누나,"10749, 18, 53",8.7
48238,好小子的下一招,"28, 53",7.2
11678,Vertical Limit,"12, 28, 53",6.0
293767,Billy Lynn's Long Halftime Walk,"18, 10752",6.0
455551,The Recall,"878, 27",4.585
50087,劇場版ポケットモンスター ダイヤモンド&パール 幻影の覇者 ゾロアーク,"10751, 16, 12, 14",6.738
433502,The Aftermath,"10752, 18, 10749",6.4
9012,Jackass: The Movie,"35, 99, 28",6.3
8265,Bienvenue chez les Ch'tis,"35, 18, 10749",6.7
1186957,The Velveteen Rabbit,"16, 10751, 14",6.929
52690,Sunset Serenade,"28, 37",5.5
9787,Lords of Dogtown,18,7.1
7984,In the Name of the Father,18,7.9
11481,Repulsion,"18, 53, 27",7.406
1012546,俺と○○○すれば売れる,18,0.0
15392,Crossroads,"18, 10402, 9648, 10749",7.329
11096,Hide and Seek,"27, 9648",6.3
1172267,Por donde pasa el silencio,18,4.333
1189423,The Sloth Lane,"16, 10751",7.0
37299,Fired!,"99, 35",6.0
1052,Blow-Up,"18, 9648, 53",7.3
891636,Stranizza d'amuri,18,7.4
134764,一路向西,"35, 18, 10749",6.1
27851,Vampiyaz,"27, 80",3.5
1233199,퇴마록,"16, 14, 27, 28",0.0
331576,殺破狼2,"28, 80, 53, 12",6.914
7737,Resident Evil: Extinction,"27, 28, 878",6.305
2142,Cop Land,"80, 18, 53",6.8
119698,The Dinosaur Project,"12, 28, 27",5.8
864,Cool Runnings,"35, 12, 18",7.0
1049082,Jumbo,"16, 35, 18, 10751, 14",8.0
1406,City Slickers,"35, 37",6.4
14092,GHOST IN THE SHELL／攻殻機動隊2.0,"28, 16, 18, 80, 9648, 878, 53",7.418
347215,Safrom,27,4.5
18929,The Entertainer,18,6.2
817648,Home Team,"10751, 35, 18",6.7
85196,The Forest,27,4.0
1039868,Svaniti nella notte,"53, 9648, 18",5.5
551332,The Two Popes,"18, 36",7.484
43487,わが青春に悔なし,"18, 10752, 36",6.9
1172267,Por donde pasa el silencio,18,4.333
705862,Red,10749,4.7
489705,Dead on Arrival,53,4.9
324320,Theory of Obscurity: A Film About the Residents,"99, 10402",6.7
1322443,Ten Toes Down,"80, 53, 9648",5.5
774058,The Last Earth Girl,"878, 18",5.2
1333048,Rebuilding Coraline,99,6.7
1134682,Kuasa Gelap,"27, 53",5.4
1420361,The Killer Is Calling,"53, 10770",6.0
11152,The Ruins,27,5.936
87567,The Big Wedding,35,5.855
9051,10,"35, 10749",5.7
1053630,Bugso,18,5.3
42188,Never Let Me Go,"18, 10749, 878",6.853
106747,Machete Kills,"28, 80, 53",5.61
18032,The Secret of Moonacre,"12, 14, 10749",6.522
11210,Robinson Crusoe,"28, 12, 18",5.871
1024604,Frozen III,"16, 10751, 14, 35, 12",0.0
889699,عنکبوت مقدس,"80, 18, 53",7.3
440762,Jay and Silent Bob Reboot,"35, 28, 12",5.7
41972,復活の日,"27, 878, 18",6.4
18009,Leprechaun 2,"35, 27",5.539
123229,Les Kaïra,35,5.03
804406,The Piano Lesson,"18, 10402, 27",6.1
902,La Cité des Enfants Perdus,"14, 878, 12",7.2
169219,The Dyatlov Pass Incident,"53, 9648",5.9
10618,黄飞鸿之二：男儿当自强,"28, 35",7.146
421928,럭키,"28, 35, 80",7.1
19423,Going the Distance,"35, 10749",5.4
968870,劇場版 美少女戦士セーラームーンCosmos 後編,"16, 12, 14, 10749",7.9
18129,The Grifters,"80, 18",6.488
604360,제8일의 밤,"9648, 53, 27",6.107
219250,劇場版 とある魔術の禁書目録 -エンデュミオンの奇蹟-,"16, 28, 35, 14, 878, 10402",7.1
1070802,Confidential Informant,"53, 28, 9648, 80",5.8
514921,The Aeronauts,"12, 18, 10749",6.8
32261,Scandal,"18, 36, 10749",5.9
18447,The Young Land,37,6.4
685833,목공소에서 생긴 일,10749,5.7
567860,Fyre,99,6.922
28235,Strawberry Estates,27,2.6
14291,Searching for Bobby Fischer,18,7.076
20880,Midnight Chronicles,"14, 27, 9648",4.9
831405,Injustice,"16, 878, 14, 28",7.4
13008,An American Crime,"80, 18, 27",7.327
430155,Кома,"878, 12, 28",6.405
155084,13 Sins,"27, 53",6.295
1121914,Broken Rage,"80, 18, 35, 28",6.6
12560,The Big Chill,"35, 18",6.9
12702,Critters 3,"35, 27, 878",5.3
899294,Frank and Penelope,"53, 27, 80",7.316
880313,La ira de Dios,"53, 18",6.3
7229,Tais-toi !,"35, 80",6.705
1078642,Bihter,"18, 10749",5.1
199534,Wolf Creek 2,"27, 53",6.425
9030,The Eye,"18, 27, 53",5.9
336775,All-Stars,35,6.6
643532,The Card Counter,"18, 53, 80",6.1
460668,I Feel Pretty,"35, 10749",6.385
19918,Spread,"35, 10749",5.509
13012,Felon,"80, 18, 53, 28",7.2
616464,The Fighting Preacher,"18, 10751",6.8
1368287,Social Net Stories: Millionaire Son,18,0.0
25643,Love Happens,"18, 10749",5.841
607844,모가디슈,"10752, 28, 53, 18, 36",7.1
10210,A Midsummer Night's Dream,"14, 35, 10749",6.388
91561,Deadline,"27, 53, 18",5.5
1018306,18 출사녀 화진의 미친 섹스,10749,3.5
36878,Le Testament d'Orphée,14,7.7
1015333,The Escort Wife,53,5.0
1160003,Night of the Hunted,"27, 9648, 53",5.9
1382511,Bytte Bytte Barn,35,6.9
566926,Death Trip,"27, 53",4.0
30788,Satan's Slave,27,5.2
347200,コードギアス 亡国のアキト 第3章「輝くもの天より堕つ」,"28, 16, 878",6.394
413518,Pinocchio,"18, 10751, 14",6.6
331962,Exposed,"18, 80, 53, 9648",4.9
86461,Hanna D. - La ragazza del Vondel Park,18,4.357
974573,Another Simple Favor,"35, 80, 53",9.5
793352,Without Your Love,18,0.0
114478,Starship Troopers: Invasion,"16, 28, 878",5.9
9064,Hellbound: Hellraiser II,"27, 53, 14",6.415
1257400,ការណាត់ជួបជាមួយ ប៉ុល ពត,"36, 18",6.2
10074,Hot Rod,"35, 28",6.395
28260,Return of the Living Dead III,"27, 10749",6.6
2661,Batman,"28, 35, 80",6.416
10188,The Sisterhood of the Traveling Pants 2,"12, 35, 18",6.268
566451,Re:ゼロから始める異世界生活 氷結の絆,"16, 18, 53, 14",7.4
399173,The Assignment,"28, 80, 53",5.485
520360,King of Thieves,"80, 18",5.509
11096,Hide and Seek,"27, 9648",6.3
760245,Foe,"878, 18",5.7
432527,पद्मावत,"18, 36, 10749",6.943
10906,Pet Sematary II,27,5.4
10153,Sphere,"878, 9648, 53, 27",6.121
10803,Logan's Run,"28, 878",6.585
10808,Dr. Dolittle 2,"35, 10751, 10749, 14",5.3
1284744,Sisters,,0.0
1232177,자위하는 어린여자,10749,5.0
2028,Say Anything...,"10749, 35, 18",7.041
1231767,교환아내 2,"10749, 18",0.0
1143128,Omni Loop,"878, 18, 35",5.571
1024773,It Lives Inside,"27, 9648",5.7
15556,At First Sight,"18, 10749",6.0
27821,Something to Scream About,99,5.0
248574,Barely Lethal,"28, 35, 12, 10749",5.732
50499,I Got Five on It Too,"28, 35",3.0
9558,King of New York,"53, 80",6.7
26932,The Island of Dr. Moreau,"878, 27, 12",5.493
501190,"God, Sex and Truth",10749,6.3
28927,The Brotherhood III: Young Demons,27,3.0
41860,Fatwa,"18, 53",2.7
8290,La Grande Vadrouille,"35, 10752",7.9
27475,The Slumber Party Massacre,"27, 35",5.561
957314,The Passenger,"27, 53",6.1
33997,Desert Flower,18,7.5
1367020,Skateboarding Revelations: Journey to the Final Level,99,0.0
1364082,Hijack '93,"53, 18",5.648
16562,The Cutting Edge,"10749, 35, 18",7.2
18450,Zorro,"12, 28, 35, 37",6.6
467,The Hole,"80, 18, 27, 53",6.211
1144430,Balle perdue 3,"28, 80, 53",0.0
298776,3 of a Kind,,4.3
42141,Death of a Prophet,18,4.4
505954,Т-34,"28, 18, 36, 10752",7.2
872976,デジモンアドベンチャー02 THE BEGINNING,"16, 12, 14",7.3
11780,Rob Roy,"12, 36, 18, 28, 10752",6.702
24056,The Tournament,"27, 28, 53",5.9
808396,God Is a Bullet,"53, 28, 80",6.079
413644,The Son of Bigfoot,"10751, 16, 35",6.5
521190,The Beach House,"10770, 10749, 18",6.4
510698,Maverick: Manhunt Brazil,"28, 80, 10749",4.6
31728,Taintlight,"35, 27",2.7
966719,किसी का भाई... किसी की जान,"10749, 28",5.3
20856,Aliens in the Attic,"12, 35, 10751, 14, 878",5.7
97375,名探偵コナン 天空の難破船（ロスト・シップ）,"16, 80, 9648, 28",7.1
975755,Panteras,,0.0
933090,Starve Acre,"27, 18, 14",6.068
622761,Eternal Code,28,4.7
51497,Fast Five,"28, 53, 80",7.24
33997,Desert Flower,18,7.526
644784,The Illegal,18,10.0
11881,Miracle on 34th Street,"35, 18, 10751",7.37
662708,劇場版ポケットモンスター ココ,"16, 12, 10751, 14",7.275
387847,친구누나,10749,4.3
995,Stagecoach,"37, 12",7.6
9517,Bully,"80, 18",6.656
1279947,Sunray: Fallen Soldier,"28, 53",5.3
919207,서울의 봄,"18, 36, 53, 80, 10752, 28",7.472
387834,유부녀들,"18, 10749",7.0
289222,The Zookeeper's Wife,"18, 36, 10752",7.3
113091,Lust for Love,"35, 10749",5.6
6589,Underdog,"10751, 28, 12, 35, 14, 878",5.5
6589,Underdog,"10751, 28, 12, 35, 14, 878",5.5
3525,Working Girl,"35, 10749, 18",6.599
283587,Beasts of No Nation,"18, 10752",7.6
34636,Die unendliche Geschichte II - Auf der Suche nach Phantásien,"10751, 14, 12",5.7
1017204,ナルトが火影になった日,"16, 18, 14",7.5
1088096,Goodrich,"35, 18",6.0
452073,어린 형수 2,10749,5.2
104323,原作・団鬼六「黒い鬼火」より　貴婦人縛り壷,18,5.8
42288,Guest in the House,"18, 53",4.5
1121612,孤注一掷,"18, 80",6.94
39197,Miss Firecracker,35,5.6
1171099,महाराज,"18, 36",6.8
33542,紅番區,"80, 28, 35, 53",6.811
431530,A Bad Moms Christmas,35,6.319
476968,"Paul, Apostle of Christ",18,7.604
314996,Nanny Cam,"18, 9648, 53",5.7
768566,El día que me perdí,"18, 53",7.5
9722,Bewitched,"35, 14, 10749",5.067
1115395,Kolory zła: Czerwień,"80, 53, 9648",6.744
44982,13,"18, 53",5.84
1148027,New Life,"27, 53, 9648, 878",6.1
68083,Kentucky Rifle,37,5.1
605801,Astronaut,"18, 35",6.13
277396,Three Sisters,18,3.7
225728,Macbeth,"18, 10752",6.5
1413766,Paradise Valley,18,0.0
32985,Solomon Kane,"12, 14, 28",6.019
11521,Little Man Tate,"18, 10751",6.6
47766,Wet Gold,"28, 18, 10770",4.5
14047,The Great Debaters,18,7.2
729718,東京地下女子刑務所 CHAPTER 2・エリア99,18,0.0
321741,Concussion,18,7.093
14542,Jeff Dunham: Arguing with Myself,35,6.6
624479,Superman II: The Richard Donner Cut,"878, 28, 12",7.349
431819,打ち上げ花火、下から見るか？横から見るか？,"16, 18, 14, 10749",6.6
759297,Ang Kasambahay,53,4.5
16340,Rugrats in Paris: The Movie,"10751, 16, 12, 35",6.6
10173,Marked for Death,"28, 80, 18, 53",6.1
582913,The Room,"27, 18, 9648, 878",6.439
307663,Vice,"53, 878, 28, 12",4.355
617127,Blade,14,0.0
491854,Foxtrot Six,"28, 878",6.1
387893,Ice Age: The Great Egg-Scapade,"12, 16, 35, 10751, 10770",6.4
557946,Last Looks,"28, 80, 53",5.8
295441,Fear of Clowns 2,27,4.038
142988,Get a Life!,99,7.0
76589,Justice League: Doom,"28, 16, 878, 14",7.4
16608,The Proposition,"28, 12, 80, 18, 53, 37",7.034
1205229,Night of the Zoopocalypse,"16, 35, 12, 878, 27",5.4
1231897,발정난 여대생들의 비밀섹스,10749,4.5
1224616,A Go! Go! Cory Carson Christmas on Nicktoons,"10751, 16, 10770",1.0
1010818,Groot's First Steps,"16, 10751, 35, 878",6.987
981,The Philadelphia Story,"35, 10749",7.635
571384,Come Play,"27, 9648, 53",6.396
990485,Scorpio Nights 3,53,6.4
11355,Never Been Kissed,"10749, 35, 18",6.2
93,Anatomy of a Murder,"80, 18, 9648",7.837
52679,The Last Command,"18, 36, 10752, 10749",7.3
720369,Napoleon: Life of an Outlaw,99,0.0
433422,劇場版 FAIRY TAIL -DRAGON CRY-,"28, 12, 35, 14, 16",6.6
164457,Out of the Furnace,"53, 18, 80",6.6
51776,Killers,"28, 53, 27",5.1
347497,Chaos on the Bridge,"10770, 99, 878",7.0
18725,給爸爸的信,"28, 80, 53",6.7
1130402,Jamais sans mon psy,35,4.9
10761,Made of Honor,"35, 10749",6.5
177962,That's the Way of the World,"18, 10402",6.3
46528,The Warrior's Way,"12, 14, 28, 37, 53",6.6
685571,Copper Bill,"80, 28, 53",5.7
781249,Human Energy,,3.0
1160847,In The Zone,35,0.0
13022,Rogue,"28, 27, 53",6.348
1289004,Siccin 7,27,2.5
12783,The Duchess,"18, 36, 10749",6.991
1203236,Nutcrackers,"18, 35",5.9
70436,The Raven,"80, 53, 9648",6.29
250667,Private Violence,99,6.5
93784,Busty Cops Go Hawaiian,"35, 10749",4.8
10760,Sydney White,35,6.5
72016,バトルファイターズ 餓狼伝説2,"28, 16",6.3
72016,バトルファイターズ 餓狼伝説2,"28, 16",6.3
13001,Stargate: The Ark of Truth,"28, 12, 878",7.132
92807,Hell Riders,"18, 28",2.8
362314,Meu Amigo Hindu,18,4.2
29835,Cause for Alarm!,"53, 18, 80",5.9
499028,지금 만나러 갑니다,"10749, 18, 14",8.2
10115,Stick It,"35, 18",6.8
963,The Maltese Falcon,"9648, 80, 53",7.709
538338,여교사 : 제자와의 사랑,10749,5.5
439466,ホワイトリリー,"18, 27",4.4
40985,Arch of Triumph,"18, 10749",6.0
549294,Synchronic,"27, 878, 53",6.323
2671,リング,"27, 53",7.066
1006911,Sen İnandır,"10749, 35",6.5
49643,Mango Kiss,10749,3.8
46534,Sweet Karma,"28, 53",4.9
1298266,Singles,35,0.0
49354,Moon of the Wolf,"27, 9648, 53, 10770",4.7
68143,Dick Tracy vs. Cueball,"80, 53",5.2
705,All About Eve,18,8.08
32037,The Cassandra Crossing,"28, 53",6.3
11156,Coco avant Chanel,"18, 36",6.881
805320,Bird Box Barcelona,"53, 878, 27",5.9
758724,The Cellar,"27, 9648",6.503
385141,하숙집,10749,4.5
597316,My Little Pony: A New Generation,"16, 10751, 14, 35, 12",7.7
2110,Wasabi,"18, 28, 35",6.6
1600,La Double Vie de Véronique,18,7.5
1179283,കൊണ്ടല്‍,"28, 18",4.2
979097,Memory,18,7.161
921355,Assassin,"28, 53, 878, 80",5.2
1712,Giant,"18, 37",7.6
1022924,5 in 1,35,4.9
112355,La tua presenza nuda!,"27, 18, 53",5.9
77883,The Possession,"27, 53",6.0
18725,給爸爸的信,"28, 80, 53",6.7
10139,Milk,"36, 18",7.238
10510,Miracle on 34th Street,"14, 18, 10751",6.758
511817,Wendell & Wild,"16, 35, 10751, 14, 27",6.691
482,Shaft,"28, 80, 53",6.393
433627,7 Days in Entebbe,"53, 18, 80",5.8
609242,El robo del siglo,"35, 53, 80",7.8
517116,Haunt,"27, 53",6.7
42465,Please Don't Eat My Mother!,"35, 27",3.167
25188,The Last Picture Show,"18, 10749",7.7
18311,阿飛正傳,"80, 18, 10749",7.3
9517,Bully,"80, 18",6.656
30240,7 Things To Do Before I'm 30,"35, 18, 14",5.7
23274,The Wonder of It All,99,6.5
2103,Solaris,"18, 878, 9648",5.932
158618,Emanuelle e le porno notti nel mondo n. 2,"99, 18, 14",5.3
39567,Jack the Ripper,"18, 53",5.9
356085,レイプゾンビ5 LUST OF THE DEAD 新たなる絶望,27,7.3
20530,晩春,18,8.0
10158,White Men Can't Jump,"35, 18",6.6
9427,The Full Monty,35,7.0
587496,The Rental,"27, 53",5.539
5511,Le Samouraï,"80, 53, 18",7.8
982271,Book Club: The Next Chapter,"35, 10749",6.316
1394,Ностальгия,"18, 10749",7.8
420426,ブリーチ,"28, 14, 12",6.6
251519,Son of Batman,"16, 28, 12",7.049
23340,Queen of the Amazons,12,3.1
65215,Family Guy Presents: Stewie Griffin: The Untold Story,"12, 16, 35",6.9
43939,I'm Still Here,"10402, 35, 18",6.004
732684,Либерея: Охотники за сокровищами,"28, 12",6.046
1109534,The Dive,"53, 12",6.3
53105,Merlin: The Return,"10751, 14, 878, 12",5.1
359983,The Lion Guard: Return of the Roar,"10751, 10770, 16",6.7
679796,Enemy Lines,"10752, 18",5.3
370946,Deadly Whispers,"80, 9648, 53, 10770",4.8
63455,花と蛇 3,"18, 10749, 53, 27",6.1
14092,GHOST IN THE SHELL／攻殻機動隊2.0,"28, 16, 18, 80, 9648, 878, 53",7.418
704,A Hard Day's Night,"35, 10402",7.3
1284120,Den stygge stesøsteren,"35, 27",0.0
348060,Antigang,"28, 18",5.841
63492,What's Your Number?,"35, 10749",6.5
45745,Sintel,"16, 14",7.4
1254,"Je vais bien, ne t'en fais pas",18,7.196
11636,新警察故事,"28, 53, 80, 18",7.1
10704,Universal Soldier II: Brothers in Arms,"28, 878",4.103
15601,Scooby-Doo! and the Cyber Chase,"16, 12, 35",7.3
9945,Vampires,"28, 14, 27",6.3
1006911,Sen İnandır,"10749, 35",6.5
911129,Sous emprise,"18, 10749",6.1
1372795,Return of the King: The Fall and Rise of Elvis Presley,"99, 10402",7.1
80389,Get the Gringo,"28, 53, 80, 18",6.58
64530,玉女聊齋,14,6.2
777270,Belfast,"18, 36",7.069
271045,La moglie di mio padre,18,6.386
797220,Father's Daze,18,6.5
615667,Ma Rainey's Black Bottom,"18, 10402",6.656
532321,Re:ゼロから始める異世界生活 Memory Snow,"16, 12, 14",7.2
44564,The Dilemma,"35, 18",5.312
722913,Malcolm & Marie,"18, 10749",7.0
39868,Evilspeak,"27, 878",5.3
724665,"Confess, Fletch","35, 9648, 80",6.3
13374,Ice Princess,"10751, 18, 35",6.4
1223178,ウマ娘 プリティーダービー 新時代の扉,"16, 18, 35, 14",8.7
419114,침대렐라,"10749, 18",9.0
485415,Day of the Dead: Bloodline,"28, 27",4.7
133530,The Healing,"53, 27, 9648",6.8
763152,Donde caben dos,"35, 10749",6.7
422231,What Happened Last Night,35,8.0
278771,Infliction,"18, 27",3.8
12914,Stargate: Continuum,"28, 12, 878",7.127
517124,Torchlighters: The Augustine Story,16,0.0
50087,劇場版ポケットモンスター ダイヤモンド&パール 幻影の覇者 ゾロアーク,"10751, 16, 12, 14",6.738
595172,The Pilgrim's Progress,"16, 12",7.6
13995,Captain America,"28, 12, 878, 10752",4.5
10972,Session 9,"27, 9648, 18",6.138
962319,Un silence,18,5.1
382591,Demain tout commence,"18, 35",7.74
659959,Été 85,"10749, 18",7.407
34672,Chestnut: Hero of Central Park,"10751, 35",7.2
740658,我爱喵星人,"10749, 14, 35",7.4
12103,Don't Say a Word,"53, 9648",6.241
1003580,Legion of Super-Heroes,"16, 28, 878",6.469
32823,Get Him to the Greek,"12, 35, 10402",5.972
452773,Tadeo Jones 2: El secreto del rey Midas,"16, 12, 35, 10751",6.7
9400,Set It Off,"80, 18, 53",7.2
1492,1492: Conquest of Paradise,"28, 12, 18, 36",6.3
745050,Ride Scare,"27, 53",10.0
798803,எனிமி,"28, 53",6.5
288036,Sleeping with Other People,"35, 10749",6.288
387822,썰만화,"10749, 35",7.0
791570,樹海村,"27, 9648, 18",6.6
1272890,Lowlifes,"27, 53",6.326
466622,The Rhythm Section,"28, 53",5.506
420426,ブリーチ,"28, 14, 12",6.6
382591,Demain tout commence,"18, 35",7.74
251519,Son of Batman,"16, 28, 12",7.049
52044,Insane,27,4.2
23340,Queen of the Amazons,12,3.1
43939,I'm Still Here,"10402, 35, 18",6.004
46463,Da Kath & Kim Code,"35, 10770",6.9
